nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,trunk_lateral_inclination,center_mass_x,center_mass_y,left_knee_angle,right_knee_angle,person_height,center_mass_velocity_x,center_mass_velocity_y,center_mass_acceleration_x,center_mass_acceleration_y,body_orientation,torso_leg_ratio,frame,timestamp
1.3762841433319555,0.9761970924014769,-0.37715503573417664,0.9998399615287781,1.4457197658394934,1.0991903938648584,-0.16794276237487793,0.9999942779541016,1.2802234415487919,1.1237117152525087,-0.18446391820907593,0.9999908804893494,1.4153825165676923,1.4484162333744497,0.0010979757644236088,0.999977171421051,1.318310497351524,1.4586270151843783,-0.0012220643693581223,0.9999783635139465,1.4218090190285864,1.709931195659147,-0.012844043783843517,0.972926914691925,1.3251812681339188,1.7318883311963087,0.0018705662805587053,0.9216159582138062,1.42432147778699,1.976197092401477,0.12045918405056,0.9603160619735718,1.3314768693821901,1.9998928104214255,0.1398867666721344,0.904015064239502,1.5171905286638738,1.4471630897558432,-0.22623300552368164,0.8563107848167419,1.2316764693701718,1.4665535221115047,-0.26161274313926697,0.9286179542541504,0.008999437093734741,1.3668465069596083,1.453521624279414,179.13291071844623,179.905349834613,1.0,-0.06619470388369256,0.0008586092152209937,-0.43283299323766117,-0.08130076408340732,100.96955018041312,0.8929701204980355,0,0.0
1.3504129032773973,0.9592545590487271,-0.38464516401290894,0.9998559355735779,1.4306740714973991,1.0902074712023253,-0.16954991221427917,0.9999947547912598,1.251147708780642,1.1029779254479084,-0.19282162189483643,0.9999916553497314,1.4004975470498626,1.4264272491373693,0.005048282444477081,0.9999780058860779,1.2874576881094892,1.4361250184920853,-0.005183218978345394,0.9999793171882629,1.4104396918119044,1.6953372756460234,-0.011419882997870445,0.9747097492218018,1.295058514955599,1.708582966490342,-0.0006773836212232709,0.9274476170539856,1.4096390744761242,1.9592545590487271,0.12685242295265198,0.9631538391113281,1.3032064676318535,1.9660263807090566,0.14889630675315857,0.9121111035346985,1.5058307044584918,1.425552423562715,-0.25184258818626404,0.8703826665878296,1.2029247482077672,1.4456658949969412,-0.27497291564941406,0.9356632828712463,0.004759401082992554,1.3439776175796758,1.4312761338147273,177.70881268134642,179.7852030270686,1.0,-0.01601165490327301,-0.0006151878003036293,0.3891961173403236,-0.011561096204046672,100.032129598817,0.8881545175133743,1,0.03333333333333333
1.3482330968724914,0.9580365851660614,-0.40548691153526306,0.9998703002929688,1.4295682208775757,1.0922644818446743,-0.18247489631175995,0.9999951720237732,1.2505666309304846,1.1003894751016843,-0.20204491913318634,0.999992311000824,1.4006756975448325,1.4252712480105683,0.0051107462495565414,0.9999786615371704,1.286579511939388,1.4328297901501599,-0.005249320063740015,0.9999801516532898,1.4104418646375227,1.695173058088811,-0.017503036186099052,0.9762917757034302,1.2952963698938584,1.7082346792274752,-0.0004471599531825632,0.9326290488243103,1.4096426954538062,1.9580365851660613,0.1325455904006958,0.9655552506446838,1.301919724254665,1.9605144891370931,0.16050408780574799,0.9193655848503113,1.5042216511714421,1.4246055400805322,-0.2600744366645813,0.8829577565193176,1.202013107173782,1.4445101272716883,-0.2802411615848541,0.9419910907745361,0.003029942512512207,1.34362760474211,1.429050519080364,177.7535125249532,179.69103076590864,1.0,0.0037076682316945497,-0.010633680541689526,0.1551153683676611,-0.07884914858290475,98.7488529050892,0.8881330751098745,2,0.06666666666666667
1.3422432350170117,0.9564592078799896,-0.420484721660614,0.999883234500885,1.4288135980064447,1.0924494073711943,-0.19664807617664337,0.9999954700469971,1.2485614221239894,1.0986282735198085,-0.20891878008842468,0.9999929070472717,1.3986006295858087,1.4225986606737426,0.003469861578196287,0.9999794960021973,1.2837342581601876,1.4289176617764676,-0.0036099818535149097,0.9999811053276062,1.406870985983472,1.6900776631746248,-0.06011087819933891,0.9781558513641357,1.2903553953313993,1.7058040610088216,-0.009060991927981377,0.9377740621566772,1.4074691930540946,1.9564592078799896,0.09071456640958786,0.9680721163749695,1.3012891936957147,1.957995265736892,0.1359664499759674,0.9264702796936035,1.5029191323954507,1.422723154140948,-0.2746437191963196,0.8941611051559448,1.1994105234327828,1.4478427436827945,-0.287325918674469,0.9476550817489624,0.0023074746131896973,1.3411674438729981,1.4257581612251051,178.3576665725295,178.88732820452452,1.0,-0.004187572652601051,-0.00956788484787402,-0.059707984278453585,0.007951285223272766,98.37751605575302,0.8827472871775478,3,0.1
1.3383445358854298,0.9549866641849424,-0.4235411584377289,0.9998948574066162,1.4273693282149895,1.0903545492602873,-0.20109888911247253,0.9999957084655762,1.2470810923050029,1.0968371242574149,-0.2092577964067459,0.9999933838844299,1.3956702942229635,1.420429477465843,0.0025686188600957394,0.999980092048645,1.2809704922881429,1.4260262649503037,-0.0027085733599960804,0.9999818801879883,1.404572470677063,1.6872292818388301,-0.051954347640275955,0.9795585870742798,1.2895356280677275,1.7035908138169784,-0.005486723966896534,0.9419234991073608,1.406526987874663,1.9549866641849425,0.09827498346567154,0.9699980616569519,1.299722543017306,1.9553041039124288,0.1462475061416626,0.9325705170631409,1.500773440621162,1.4206393510206117,-0.2830559313297272,0.9040033221244812,1.1970444162240386,1.4486706175589108,-0.29059311747550964,0.95272296667099,0.002424687147140503,1.3383203932555532,1.4232278712080733,178.50717706221081,179.44996910921546,1.0,-0.0053151434175872266,-0.002126849279000476,-0.008051316400270622,0.052718825108435036,98.2791642436533,0.8799439656072657,4,0.13333333333333333
1.3362317994945658,0.9547929512159815,-0.4302498698234558,0.9999053478240967,1.4265961571449797,1.0905009032896578,-0.20878374576568604,0.9999959468841553,1.2490420283173178,1.0971745813716356,-0.21478860080242157,0.9999938607215881,1.3961738206059724,1.4206375700902396,0.0020309174433350563,0.9999811053276062,1.2826838288513203,1.425682664427095,-0.002171109663322568,0.9999829530715942,1.405299820107298,1.6909858196596386,-0.03232821449637413,0.9808670282363892,1.2920323825994464,1.7042241306195745,-0.00012328560114838183,0.9463924169540405,1.4074824778386348,1.9547929512159816,0.14289407432079315,0.9720038175582886,1.3001510690574987,1.9568112440272243,0.15217751264572144,0.9385789632797241,1.5014432547251328,1.42129965303219,-0.291667640209198,0.9131534695625305,1.199153528632656,1.4507450465737806,-0.2982672154903412,0.9573380351066589,0.0024951398372650146,1.3394288247286463,1.4231601172586674,178.54066807392036,179.9187050436359,1.0,0.004349084235272864,-0.005087232984094256,0.07531640387357305,-0.023059183816069025,97.81033477914025,0.8790237284439455,5,0.16666666666666666
1.334554430934692,0.9526350283148296,-0.42729124426841736,0.9999147653579712,1.4251324937759626,1.0882457613780245,-0.21101291477680206,0.9999961853027344,1.248669645878244,1.0962386391804344,-0.21008720993995667,0.9999942779541016,1.3951777809355523,1.4194497740739773,0.0014317651512101293,0.9999819993972778,1.2822969708516878,1.4241275992962552,-0.0015701772645115852,0.9999838471412659,1.4043204409046217,1.690650211970925,-0.02557610347867012,0.9820296168327332,1.291662816801428,1.702843239647261,0.0019261380657553673,0.950335681438446,1.406111504416884,1.9526350283148295,0.1387050449848175,0.9737860560417175,1.2991800902174766,1.9565201530090441,0.15380558371543884,0.9439462423324585,1.5001980158272474,1.4201816201804731,-0.29767099022865295,0.9214625954627991,1.1990932053967358,1.4497847473968009,-0.2906144857406616,0.9614831805229187,0.0029905736446380615,1.33873737589362,1.4217886866851164,178.46088373858336,179.77274425415408,1.0,0.00230989726803073,-0.002443142900121085,-0.01565905714958901,0.02030729322814119,97.54087976948026,0.8802926801586557,6,0.2
1.3345060436414986,0.9533580825504947,-0.4329957365989685,0.9999232292175293,1.4265445795978218,1.0883423343771537,-0.21069487929344177,0.9999964237213135,1.2482552025087397,1.0961925082471264,-0.21965667605400085,0.999994695186615,1.3947496417463934,1.4192263061211507,0.0015756990760564804,0.9999827742576599,1.2836582631240225,1.4239164034000176,-0.0017129203770309687,0.9999846816062927,1.406391190141677,1.6927107885469164,-0.022282561287283897,0.9830846786499023,1.2919408601370586,1.7043155112293715,0.002901820931583643,0.9538871645927429,1.4047208013147576,1.9533580825504946,0.1481543928384781,0.9753336310386658,1.2987390302020265,1.9579676734008833,0.16168050467967987,0.948702335357666,1.5009588235922415,1.4195322305493678,-0.28715991973876953,0.9288123250007629,1.1986362211015797,1.450955085224424,-0.30219244956970215,0.9652201533317566,0.002935081720352173,1.339203952435208,1.4215713547605842,177.19535218904755,179.84328023923663,1.0,-0.003932816485166951,-0.009891145278697711,-0.050055838453058346,-0.059690384237213116,97.90624986369048,0.8764523607771902,7,0.23333333333333334
1.3345277861357052,0.9535593688964873,-0.43041983246803284,0.9999308586120605,1.4271333563262707,1.0878391597787511,-0.21121880412101746,0.9999966025352478,1.2485810790448395,1.0952995866533173,-0.21724390983581543,0.9999950528144836,1.3950370015678888,1.419380654456811,0.0013887690147385001,0.9999833106994629,1.2843182745538502,1.4239851416513234,-0.0015265586553141475,0.9999853372573853,1.4072140101931103,1.6931028044208307,-0.02387399598956108,0.9839617609977722,1.2921777293469767,1.7050181527805748,0.003567888168618083,0.956851065158844,1.404751597347425,1.9535593688964874,0.14058908820152283,0.9766882658004761,1.2987759210688494,1.9584036714714252,0.1651003509759903,0.9528598189353943,1.5013396335895244,1.4189357841699846,-0.29179272055625916,0.9354077577590942,1.1988970405921016,1.450944440484727,-0.29833143949508667,0.96858149766922,0.0027887821197509766,1.3396776380608695,1.4216828980540672,176.9111059344528,179.88971874449896,1.0,0.0015051181844205888,-0.00140567451498845,0.041746845307013704,0.06514865295273871,97.91094387100446,0.875970412438233,8,0.26666666666666666
1.3322485559722428,0.9515022912488283,-0.4159584641456604,0.9999376535415649,1.4257961728417767,1.0836886028951334,-0.20385988056659698,0.9999967217445374,1.2470595766096046,1.0934094819174978,-0.20336809754371643,0.9999952912330627,1.3931754645892445,1.4176083927452956,0.0008854692569002509,0.9999838471412659,1.2824016628422792,1.4221775944152397,-0.001019504969008267,0.999985933303833,1.4037050899186883,1.6911046106740022,-0.022300314158201218,0.9847363233566284,1.2875134522344862,1.7035749723670384,0.007544167339801788,0.9596725106239319,1.4026275576761196,1.9515022912488282,0.15284386277198792,0.9780068397521973,1.2969497016006377,1.955847929261529,0.17819169163703918,0.9566341638565063,1.5001984445924783,1.416500606161647,-0.29503878951072693,0.9411896467208862,1.1979848061106764,1.4489157441282097,-0.2870050370693207,0.9715583324432373,0.003638744354248047,1.3377885637157618,1.4198929935802678,177.5581069891226,178.89856003340174,1.0,-0.0004329470308837811,0.0012433026980190214,-0.015346623776630486,0.020983072624504384,97.94153420610621,0.8773294935034504,9,0.3
